name,url,stars,description,license,question_issues,help_wanted_issues,community_score,created_at
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,197427,All Algorithms implemented in Python,The MIT License,15,41,56,2016-07-16
openai/openai-python,https://github.com/openai/openai-python,24661,The official Python library for the OpenAI API,Apache License 2.0,55,0,55,2020-10-25
StevenBlack/hosts,https://github.com/StevenBlack/hosts,27500,"🔒 Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn, social media, and other categories.",The MIT License,43,8,51,2012-04-12
huggingface/diffusers,https://github.com/huggingface/diffusers,27560,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.",Apache License 2.0,13,36,49,2022-05-30
Textualize/textual,https://github.com/Textualize/textual,27414,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,The MIT License,36,6,42,2021-04-08
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,30270,OpenMMLab Detection Toolbox and Benchmark,Apache License 2.0,39,0,39,2018-08-22
vllm-project/vllm,https://github.com/vllm-project/vllm,38366,A high-throughput and memory-efficient inference and serving engine for LLMs,Apache License 2.0,7,30,37,2023-02-09
lm-sys/FastChat,https://github.com/lm-sys/FastChat,37825,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",Apache License 2.0,26,2,28,2023-03-19
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,58617,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",The MIT License,25,0,25,2020-08-25
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,55254,"Interact with your documents using the power of GPT, 100% privately, no data leaks",Apache License 2.0,23,2,25,2023-05-02
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,51615,ALL IN ONE Hacking Tool For Hackers,The MIT License,11,11,22,2020-04-11
nvbn/thefuck,https://github.com/nvbn/thefuck,90066,Magnificent app which corrects your previous console command.,The MIT License,4,13,17,2015-04-08
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,33195,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNetV4, MobileNet-V3 & V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more",Apache License 2.0,0,16,16,2019-02-02
chubin/wttr.in,https://github.com/chubin/wttr.in,25390,:partly_sunny: The right way to check the weather,Apache License 2.0,8,7,15,2015-12-26
testerSunshine/12306,https://github.com/testerSunshine/12306,34011,12306智能刷票，订票,The MIT License,8,6,14,2017-05-17
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,53122,Platform to experiment with the AI Software Engineer. Terminal based. NOTE: Very different from https://gptengineer.app,The MIT License,2,9,11,2023-04-29
mingrammer/diagrams,https://github.com/mingrammer/diagrams,40302,:art: Diagram as Code for prototyping cloud system architectures,The MIT License,8,1,9,2020-02-02
THUDM/ChatGLM-6B,https://github.com/THUDM/ChatGLM-6B,41028,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,Apache License 2.0,3,5,8,2023-03-13
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,39093,"Making large AI models cheaper, faster and more accessible",Apache License 2.0,3,5,8,2021-10-28
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,36817,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",Apache License 2.0,7,0,7,2020-01-23
mem0ai/mem0,https://github.com/mem0ai/mem0,24681,The Memory layer for AI Agents,Apache License 2.0,6,1,7,2023-06-20
keon/algorithms,https://github.com/keon/algorithms,24315,Minimal examples of data structures and algorithms in Python,The MIT License,2,4,6,2016-11-17
zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,34703,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,The MIT License,2,4,6,2022-08-07
JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,25588,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",Apache License 2.0,0,4,4,2020-03-14
Stability-AI/stablediffusion,https://github.com/Stability-AI/stablediffusion,40124,High-Resolution Image Synthesis with Latent Diffusion Models,The MIT License,4,0,4,2022-11-23
public-apis/public-apis,https://github.com/public-apis/public-apis,327813,A collective list of free APIs,The MIT License,4,0,4,2016-03-20
chubin/cheat.sh,https://github.com/chubin/cheat.sh,38958,the only cheat sheet you need,The MIT License,3,0,3,2017-05-07
Textualize/rich,https://github.com/Textualize/rich,50802,Rich is a Python library for rich text and beautiful formatting in the terminal.,The MIT License,1,2,3,2019-11-10
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,63249,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,The MIT License,2,0,2,2016-10-18
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,26303,"FAIR's research platform for object detection research, implementing popular algorithms like Mask R-CNN and RetinaNet.",Apache License 2.0,2,0,2,2017-10-05
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,26191,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration),Apache License 2.0,2,0,2,2023-08-28
unslothai/unsloth,https://github.com/unslothai/unsloth,30402,"Finetune Llama 3.3, DeepSeek-R1 & Reasoning LLMs 2x faster with 70% less memory! 🦥",Apache License 2.0,0,1,1,2023-11-29
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,30950,Instant voice cloning by MIT and MyShell. Audio foundation model.,The MIT License,1,0,1,2023-11-29
hiyouga/LLaMA-Factory,https://github.com/hiyouga/LLaMA-Factory,40876,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),Apache License 2.0,0,1,1,2023-05-28
geekan/MetaGPT,https://github.com/geekan/MetaGPT,46412,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",The MIT License,1,0,1,2023-06-30
3b1b/manim,https://github.com/3b1b/manim,75099,Animation engine for explanatory math videos,The MIT License,0,1,1,2015-03-22
keras-team/keras,https://github.com/keras-team/keras,62581,Deep Learning for humans,Apache License 2.0,0,0,0,2015-03-28
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,68406,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),The MIT License,0,0,0,2023-11-14
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,85985,,The MIT License,0,0,0,2024-12-26
openai/whisper,https://github.com/openai/whisper,76490,Robust Speech Recognition via Large-Scale Weak Supervision,The MIT License,0,0,0,2022-09-16
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,40743,1 min voice data can also be used to train a good TTS model! (few shot voice cloning),The MIT License,0,0,0,2024-01-14
charlax/professional-programming,https://github.com/charlax/professional-programming,47329,A collection of learning resources for curious software engineers,The MIT License,0,0,0,2015-11-07
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,46968,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,The MIT License,0,0,0,2015-08-08
All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands,46772,"🙌 OpenHands: Code Less, Make More",The MIT License,0,0,0,2024-03-13
xai-org/grok-1,https://github.com/xai-org/grok-1,49982,Grok open release,Apache License 2.0,0,0,0,2024-03-17
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,54146,The world's simplest facial recognition api for Python and the command line,The MIT License,0,0,0,2017-03-03
commaai/openpilot,https://github.com/commaai/openpilot,52542,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 275+ supported cars.",The MIT License,0,0,0,2016-11-24
psf/requests,https://github.com/psf/requests,52518,"A simple, yet elegant, HTTP library.",Apache License 2.0,0,0,0,2011-02-13
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,65858,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,Apache License 2.0,0,0,0,2017-08-23
google-research/bert,https://github.com/google-research/bert,38667,TensorFlow code and pre-trained models for BERT,Apache License 2.0,0,0,0,2018-10-25
streamlit/streamlit,https://github.com/streamlit/streamlit,37552,Streamlit — A faster way to build and share data apps.,Apache License 2.0,0,0,0,2019-08-24
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,39415,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",The MIT License,0,0,0,2022-12-28
apache/airflow,https://github.com/apache/airflow,38826,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",Apache License 2.0,0,0,0,2015-04-13
python-poetry/poetry,https://github.com/python-poetry/poetry,32594,Python packaging and dependency management made easy,The MIT License,0,0,0,2018-02-28
geekcomputers/Python,https://github.com/geekcomputers/Python,32539,My Python Examples,The MIT License,0,0,0,2011-11-30
gradio-app/gradio,https://github.com/gradio-app/gradio,36143,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",Apache License 2.0,0,0,0,2018-12-19
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,30789,PyTorch Tutorial for Deep Learning Researchers,The MIT License,0,0,0,2017-03-10
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,30821,🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper,Apache License 2.0,0,0,0,2024-05-09
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,31245,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",Apache License 2.0,0,0,0,2019-09-05
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,31475,Let us control diffusion models!,Apache License 2.0,0,0,0,2023-02-01
fxsjy/jieba,https://github.com/fxsjy/jieba,33703,结巴中文分词,The MIT License,0,0,0,2012-09-29
browser-use/browser-use,https://github.com/browser-use/browser-use,29617,Make websites accessible for AI agents,The MIT License,0,0,0,2024-10-31
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,28485,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA...",Apache License 2.0,0,0,0,2022-08-03
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,29529,"OCR software, free and offline. 开源、免费的离线OCR软件。支持截屏/批量导入图片，PDF文档识别，排除水印/页眉页脚，扫描/生成二维码。内置多国语言库。",The MIT License,0,0,0,2022-03-28
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,27614,Free ChatGPT API Key，免费ChatGPT API，支持GPT4 API（免费），ChatGPT国内可用免费转发API，直连无需代理。可以搭配ChatBox等软件/插件使用，极大降低接口使用成本。国内即可无限制畅快聊天。,The MIT License,0,0,0,2023-04-23
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,28041,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,The MIT License,0,0,0,2020-10-18
OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,28884,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,Creative Commons Attribution Share Alike 4.0 International,0,0,0,2018-12-21
tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,29828,"Code and documentation to train Stanford's Alpaca models, and generate the data.",Apache License 2.0,0,0,0,2023-03-10
locustio/locust,https://github.com/locustio/locust,25616,Write scalable load tests in plain Python 🚗💨,The MIT License,0,0,0,2011-02-17
Stability-AI/generative-models,https://github.com/Stability-AI/generative-models,25303,Generative Models by Stability AI,The MIT License,0,0,0,2023-06-22
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,24285,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,The MIT License,0,0,0,2017-02-05
microsoft/JARVIS,https://github.com/microsoft/JARVIS,23946,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",The MIT License,0,0,0,2023-03-30
