name,url,stars,description,license,question_issues,help_wanted_issues,community_score,created_at
pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,28195,🇨🇭 A React renderer for Three.js,The MIT License,20,7,27,2019-02-25
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,30983,Screenshots with JavaScript,The MIT License,23,0,23,2011-07-16
portainer/portainer,https://github.com/portainer/portainer,32025,Making Docker and Kubernetes management easy.,Zlib/libpng License,0,19,19,2016-05-19
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34140,"Build forms in React, without the tears 😭 ",Apache License 2.0,0,19,19,2017-06-14
xyflow/xyflow,https://github.com/xyflow/xyflow,27712,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.,The MIT License,0,15,15,2019-07-15
gothinkster/realworld,https://github.com/gothinkster/realworld,81211,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",The MIT License,9,4,13,2016-02-26
AmruthPillai/Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume,29614,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",The MIT License,6,4,10,2020-03-25
vitejs/vite,https://github.com/vitejs/vite,70729,Next generation frontend tooling. It's fast!,The MIT License,0,10,10,2020-04-21
motiondivision/motion,https://github.com/motiondivision/motion,27329,A modern animation library for React and JavaScript,The MIT License,7,0,7,2018-11-16
cline/cline,https://github.com/cline/cline,29942,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",Apache License 2.0,0,6,6,2024-07-06
shadcn-ui/ui,https://github.com/shadcn-ui/ui,81139,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",The MIT License,6,0,6,2023-01-04
tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,26793,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",The MIT License,5,0,5,2020-09-16
Eugeny/tabby,https://github.com/Eugeny/tabby,61952,A terminal for a more modern age,The MIT License,0,4,4,2016-12-23
payloadcms/payload,https://github.com/payloadcms/payload,32405,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",The MIT License,0,4,4,2021-01-05
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,44408,Collection of TypeScript type challenges with online judge,The MIT License,1,2,3,2020-07-23
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,85743,A utility-first CSS framework for rapid UI development.,The MIT License,2,0,2,2017-10-06
styled-components/styled-components,https://github.com/styled-components/styled-components,40670,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,The MIT License,2,0,2,2016-08-16
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,33509,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ",Apache License 2.0,1,0,1,2023-03-31
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,35701,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",Apache License 2.0,0,1,1,2020-06-30
vuejs/vue,https://github.com/vuejs/vue,208377,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",The MIT License,0,1,1,2013-07-29
vuejs/core,https://github.com/vuejs/core,48826,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",The MIT License,0,1,1,2018-06-12
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,29752,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more.",The MIT License,1,0,1,2019-02-23
yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,121923,💯 Curated coding interview preparation materials for busy software engineers,The MIT License,0,0,0,2016-07-05
cypress-io/cypress,https://github.com/cypress-io/cypress,48223,"Fast, easy and reliable testing for anything that runs in a browser.",The MIT License,0,0,0,2015-03-04
pixijs/pixijs,https://github.com/pixijs/pixijs,44535,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",The MIT License,0,0,0,2013-01-21
remix-run/react-router,https://github.com/remix-run/react-router,54064,Declarative routing for React,The MIT License,0,0,0,2014-05-16
apache/superset,https://github.com/apache/superset,64511,Apache Superset is a Data Visualization and Data Exploration Platform,Apache License 2.0,0,0,0,2015-07-21
apache/echarts,https://github.com/apache/echarts,61919,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",Apache License 2.0,0,0,0,2013-04-03
coder/code-server,https://github.com/coder/code-server,69862,VS Code in the browser,The MIT License,0,0,0,2019-02-27
nestjs/nest,https://github.com/nestjs/nest,69482,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",The MIT License,0,0,0,2017-02-04
microsoft/playwright,https://github.com/microsoft/playwright,69461,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",Apache License 2.0,0,0,0,2019-11-15
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,75845,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,The MIT License,0,0,0,2014-11-01
mui/material-ui,https://github.com/mui/material-ui,94799,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,The MIT License,0,0,0,2014-08-18
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,89754,JavaScript API for Chrome and Firefox,Apache License 2.0,0,0,0,2017-05-09
prisma/prisma,https://github.com/prisma/prisma,41199,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",Apache License 2.0,0,0,0,2019-06-20
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,38531,Chakra UI is a component system for building products with speed ⚡️,The MIT License,0,0,0,2019-08-17
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,36811,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,The MIT License,0,0,0,2017-08-25
trpc/trpc,https://github.com/trpc/trpc,36040,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,The MIT License,0,0,0,2020-07-18
lerna/lerna,https://github.com/lerna/lerna,35839,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",The MIT License,0,0,0,2015-12-04
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,32665,"Onchain-focused SDK with ready-to-use templates, themes, and magical animated components ✨",The MIT License,0,0,0,2024-11-04
date-fns/date-fns,https://github.com/date-fns/date-fns,35316,⏳ Modern JavaScript date utility library ⌛️,The MIT License,0,0,0,2014-10-06
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43900,Fuel Network Typescript SDK,Apache License 2.0,0,0,0,2021-09-03
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,42338,一个基于 electron 的音乐软件,Apache License 2.0,0,0,0,2019-08-14
remix-run/remix,https://github.com/remix-run/remix,30740,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",The MIT License,0,0,0,2020-10-26
floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,30675,A JavaScript library to position floating elements and create interactions for them.,The MIT License,0,0,0,2016-03-29
balena-io/etcher,https://github.com/balena-io/etcher,30631,"Flash OS images to SD cards & USB drives, safely and easily.",Apache License 2.0,0,0,0,2015-10-27
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,29959,AI chat for any model.,The MIT License,0,0,0,2023-03-11
codex-team/editor.js,https://github.com/codex-team/editor.js,29529,A block-style editor with clean JSON output,Apache License 2.0,0,0,0,2015-11-28
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,29901,"🛡️ ⚛️ A simple, scalable, and powerful architecture for building production ready React applications. ",The MIT License,0,0,0,2021-05-30
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,29084,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",The MIT License,0,0,0,2011-10-09
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,28838,The headless rich text editor framework for web artisans.,The MIT License,0,0,0,2018-08-20
JedWatson/react-select,https://github.com/JedWatson/react-select,27822,The Select Component for React.js,The MIT License,0,0,0,2014-08-26
pmndrs/react-spring,https://github.com/pmndrs/react-spring,28463,✌️ A spring physics based React animation library,The MIT License,0,0,0,2018-03-07
medusajs/medusa,https://github.com/medusajs/medusa,27717,The world's most flexible commerce platform.,The MIT License,0,0,0,2020-01-18
mobxjs/mobx,https://github.com/mobxjs/mobx,27733,"Simple, scalable state management.",The MIT License,0,0,0,2015-03-14
